herr,0.297692148344409
sagen,0.221731140391108
geben,0.195708681851427
hessen,0.18277923083453
jahr,0.171410969718522
gut,0.166727782750662
werden,0.154041934352087
mehr,0.152133192952347
schon,0.14803538489727
müssen,0.145485945365297
gehen,0.135218709487001
dame,0.132882989664357
mensch,0.130981218253269
land,0.127643783159631
vieler,0.12401838922201
kommen,0.11484558886737
kollege,0.114552723713022
ganz,0.111017736016596
immer,0.109090344943081
hessisch,0.103063382384227
sein,0.0983021152203486
frau,0.0956280458417418
landesregierung,0.0881822800943791
wichtig,0.081532256322354
brauchen,0.0814112557112043
groß,0.0808791866066071
heute,0.0783023562507078
stehen,0.0778507851485358
gesetzentwurf,0.0770428810538937
kollegin,0.0755839396357412
finden,0.0740825289923643
dafür,0.0729404929761002
machen,0.0728790968619393
thema,0.0701762851061094
frage,0.0700866401958069
wissen,0.0677387269630203
tun,0.0676487836027597
dank,0.0659413357405671
sehen,0.0657169912878337
stellen,0.0656761547300425
weit,0.0650015203460925
gerade,0.0640991215212755
natürlich,0.0626838162588937
stelle,0.0625409234907156
sollen,0.0620562450808765
neu,0.0610118200354785
haben,0.0599714884307405
geehrt,0.0597568236420929
möchten,0.0590361403647399
deutlich,0.0587695999333225
antrag,0.0585708545458909
kommune,0.0584696037051393
letzter,0.0584433972556802
ja,0.0581871881095948
präsident,0.0573265596928958
richtig,0.0566660820408036
deswegen,0.0556905684754211
genau,0.0540643165936152
deshalb,0.0530564158124241
schule,0.0526668974924008
gesetz,0.0524283397972352
klar,0.0521270418360531
dürfen,0.0519099218477664
problem,0.0514114630613999
million,0.0501476458718988
wirklich,0.0500305371530802
glauben,0.0492077976276422
eben,0.0487780460765546
punkt,0.0476826920456608
einfach,0.0474882898964601
zeit,0.0472434889000121
nehmen,0.047086475748891
kind,0.0461853352792793
lassen,0.0457571342919397
deutschland,0.0454882424564602
darüber,0.0454005761826439
bleiben,0.0450325924927595
seit,0.04497078204302
maßnahme,0.0447883486892573
eigentlich,0.0447555265549067
gar,0.044556356670547
zeigen,0.0443847699168748
unser,0.0440777068573384
nämlich,0.0431575725633882
sprechen,0.0431351706584804
der,0.0430577307977813
schaffen,0.0429311165153335
darauf,0.0425591955074791
dabei,0.0424834889275844
bereits,0.0422178267659887
vielleicht,0.0419444036556277
hoch,0.0419415391895597
